provider_name,address1,address2,city,county,state_code,zip,national_drug_code,order_label,last_order_date,last_date_delivered,total_courses,courses_available,courses_available_date,geocoded_address,npi
EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,,EL CENTRO,IMPERIAL,CA,92243,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2022-01-07T00:00:00.000,72,58.0,2022-01-12T00:00:00.000,POINT (-115.56862 32.781498),1861409823.0
Kern County Hospital Authority,1111 Columbus St.,,Bakersfield,KERN,CA,93305,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2022-01-07T00:00:00.000,648,336.0,2022-01-12T00:00:00.000,POINT (-118.982482 35.397445),1427176569.0
NORTH LAKE MEDICAL PHARMACY #2,347 Lakeport Blvd,,Lakeport,LAKE,CA,95453,0310-7442-02,Evusheld,2022-01-02T00:00:00.000,2022-01-07T00:00:00.000,24,24.0,2022-01-07T00:00:00.000,POINT (-122.917929 39.034641),1376577023.0
Prov St Josephs HC Disney FCC,501 S. Buena Vista St,Main Pharmacy,Burbank,LOS ANGELES,CA,91505,0310-7442-02,Evusheld,2022-01-02T00:00:00.000,,480,239.0,2022-01-05T00:00:00.000,POINT (-118.327825 34.157613),
CITY OF HOPE NATIONAL MEDICAL CENTE,1500 DUARTE RD,,DUARTE,LOS ANGELES,CA,91010,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,,792,488.0,2022-01-11T00:00:00.000,POINT (-117.970933 34.132227),
CENTINELA HOSPITAL MEDICAL CENTER,555 East Hardy St,,Inglewood,LOS ANGELES,CA,90301,0310-7442-02,Evusheld,2021-12-17T00:00:00.000,2021-12-21T00:00:00.000,24,23.0,2022-01-10T00:00:00.000,POINT (-118.347779 33.949085),1619064912.0
ANTELOPE VALLEY HOSPITAL,1600 W AVENUE J,ATTN: PHARMACY,LANCASTER,LOS ANGELES,CA,93534,0310-7442-02,Evusheld,2021-12-17T00:00:00.000,2021-12-21T00:00:00.000,48,48.0,2022-01-12T00:00:00.000,POINT (-118.158677 34.689372),
ADVENTIST HEALTH WHITE MEMORIAL,1720 E. CESAR E CHAVEZ AVE ATTN,"TUNG NGUYEN, INPATIENT RX, ext 1536",LOS ANGELES,LOS ANGELES,CA,90033,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2021-12-21T00:00:00.000,120,14.0,2021-12-28T00:00:00.000,POINT (-118.217347 34.051079),1215927470.0
CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD S TOWER LOWER,LEVEL STE RM A841,LOS ANGELES,LOS ANGELES,CA,90048,0310-7442-02,Evusheld,2022-01-10T00:00:00.000,,864,549.0,2022-01-11T00:00:00.000,,
LAC-USC MEDICAL CENTER,1200 N STATE ST RM B2A100,Attention: INpatient Pharmacy,LOS ANGELES,LOS ANGELES,CA,90033,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,,144,96.0,2022-01-11T00:00:00.000,POINT (-118.208972 34.06077),
MARTIN LUTHER KING JR. COMMUNITY HO,1680 E 120TH ST,,LOS ANGELES,LOS ANGELES,CA,90059,0310-7442-02,Evusheld,2021-12-17T00:00:00.000,2021-12-21T00:00:00.000,24,10.0,2022-01-11T00:00:00.000,POINT (-118.244364 33.924351),
OLIVE VIEW UCLA MEDICAL CENTER,14445 OLIVE VIEW DR Room1C-101,Attention IN-Patient PHARMACY,LOS ANGELES,LOS ANGELES,CA,91342,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2022-01-07T00:00:00.000,144,96.0,2022-01-12T00:00:00.000,POINT (-118.449651 34.324104),
RONALD REAGAN UCLA MEDICAL CENTER,662 GAYLEY AVE B504A,,LOS ANGELES,LOS ANGELES,CA,90095,0310-7442-02,Evusheld,2022-01-10T00:00:00.000,2021-12-21T00:00:00.000,456,211.0,2022-01-11T00:00:00.000,POINT (-118.447562 34.066609),
CHILDRENS HOSPITAL LOS ANGELES,4650 W Sunset Blvd,Inpatient Pharmacy (Room 1401),Los Angeles,LOS ANGELES,CA,90027,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,,48,,,POINT (-118.290733 34.098146),
Dignity Health CA Hospital,1401 S Grand Ave,,Los Angeles,LOS ANGELES,CA,90015,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2022-01-11T00:00:00.000,96,48.0,2022-01-06T00:00:00.000,POINT (-118.265524 34.036963),
KECK HOSPITAL OF USC,1500 San Pablo Street,,Los Angeles,LOS ANGELES,CA,90033,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2021-12-21T00:00:00.000,792,441.0,2022-01-11T00:00:00.000,POINT (-118.203234 34.062168),
KP LA Medical Center,"4867 Sunset Blvd, 1st floor",OUTPATIENT PHARMACY,Los Angeles,LOS ANGELES,CA,90027,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2021-12-21T00:00:00.000,288,190.0,2022-01-11T00:00:00.000,POINT (-118.294863 34.098138),1336567783.0
POMONA VALLEY HOSPITAL MEDICAL CENT,1798 N GAREY AVE,,POMONA,LOS ANGELES,CA,91767,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2021-12-21T00:00:00.000,72,47.0,2022-01-11T00:00:00.000,POINT (-117.752322 34.077585),
LAC HARBOR-UCLA MEDICAL CENTER,1000 W CARSON ST,Inpatient Pharmacy B403,TORRANCE,LOS ANGELES,CA,90502,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,,144,96.0,2022-01-12T00:00:00.000,POINT (-118.293521 33.831583),
Marin Cancer Care,1350 S Eliseo Dr.,Suite 200,Greenbrae,MARIN,CA,94904,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,,48,,,POINT (-122.537043 37.944899),
ADVENTIST HEALTH UKIAH VALLEY,275 HOSPITAL DR,,UKIAH,MENDOCINO,CA,95482,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,,48,,,POINT (-123.203791 39.152982),
SALINAS VALLEY MEMORIAL HEALTHCARE,450 East Romie Lane,,Salinas,MONTEREY,CA,93901,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,,120,0.0,2022-01-03T00:00:00.000,POINT (-121.646327 36.659979),1750384079.0
DEPARTMENT OF STATE HOSPITALS-NAPA,2100 NAPA VALLEJO HWY,,NAPA,NAPA,CA,94558,0310-7442-02,Evusheld,2022-01-02T00:00:00.000,2022-01-11T00:00:00.000,24,24.0,2022-01-11T00:00:00.000,POINT (-122.273403 38.277003),
ADVENTIST HEALTH ST HELENA HOSPITAL,10 Woodland Rd.,,St Helena,NAPA,CA,94574,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,,24,,,POINT (-122.475344 38.54196),1720078082.0
PROVIDENCE ST JUDE MED CENTER CHS,101 E Valencia Mesa Dr,,Fullerton,ORANGE,CA,92835,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,,144,48.0,2022-01-07T00:00:00.000,POINT (-117.927836 33.893507),
Hoag Mem Hosp PNB,1 Hoag Drive,,Newport Beach,ORANGE,CA,92663,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,,312,48.0,2021-12-28T00:00:00.000,POINT (-117.931415 33.625136),
PROVIDENCE ST. JOSEPH HOSPITAL ORAN,1100 West Stewart Drive,,Orange,ORANGE,CA,92868,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,,96,48.0,2022-01-11T00:00:00.000,POINT (-117.864861 33.782363),
UC Irvine Health,101 The City Dr S,"Bldg 1, Room 1428 (Pharmacy)",Orange,ORANGE,CA,92868,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2022-01-07T00:00:00.000,408,198.0,2022-01-12T00:00:00.000,POINT (-117.890716 33.78867),
Riverside - San Bernardino County,11555 1/2 Potrero Road,,Banning,RIVERSIDE,CA,92220,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,,24,,,POINT (-116.828962 33.953645),
JFK MEMORIAL HOSPITAL,47111 MONROE ST,,INDIO,RIVERSIDE,CA,92201,0310-7442-02,Evusheld,2021-12-17T00:00:00.000,2021-12-21T00:00:00.000,120,,,POINT (-116.233883 33.706235),
DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,,PALM SPRINGS,RIVERSIDE,CA,92262,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,,576,383.0,2022-01-12T00:00:00.000,POINT (-116.545598 33.838662),
EISENHOWER MEDICAL CENTER,39000 Bob Hope Drive,,Rancho Mirage,RIVERSIDE,CA,92270,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,,528,211.0,2022-01-07T00:00:00.000,POINT (-116.408082 33.763494),
CDCR Central Fill Pharm,8364 Rovana Circle,,Sacramento,SACRAMENTO,CA,95828,0310-7442-02,Evusheld,2021-12-20T00:00:00.000,2021-12-22T00:00:00.000,960,779.0,2022-01-11T00:00:00.000,POINT (-121.392891 38.507195),
Sutter Med Center Sac,2825 Capitol Ave,,Sacramento,SACRAMENTO,CA,95816,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2021-12-28T00:00:00.000,480,,,POINT (-121.469624 38.570243),
Arrowhead Regional Medical Center,400 North Pepper Avenue,Attention: Pharmacy Dept.,Colton,SAN BERNARDINO,CA,92324,0310-7442-02,Evusheld,2022-01-02T00:00:00.000,2022-01-10T00:00:00.000,72,72.0,2022-01-11T00:00:00.000,POINT (-117.352833 34.072959),
LOMA LINDA UNIVERSITY CHILDRENS HO,11223 Campus Street,Dock B,Loma Linda,SAN BERNARDINO,CA,92354,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,,288,120.0,2022-01-12T00:00:00.000,POINT (-117.26568 34.049577),1366866345.0
LOMA LINDA UNIVERSITY MEDICAL CENTE,11223 Campus Street,Dock B,Loma Linda,SAN BERNARDINO,CA,92354,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,,288,120.0,2022-01-12T00:00:00.000,POINT (-117.26568 34.049577),1912914821.0
DEPARTMENT OF STATE HOSPITALS - PAT,3102 E. HIGHLAND AVE.,,PATTON,SAN BERNARDINO,CA,92369,0310-7442-02,Evusheld,2022-01-10T00:00:00.000,,24,,,POINT (-117.219827 34.135867),
SAN ANTONIO REGIONAL HOSPITAL,999 San Bernardino Rd.,,Upland,SAN BERNARDINO,CA,91786,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,,192,120.0,2022-01-11T00:00:00.000,POINT (-117.637034 34.101004),1780681189.0
DESERT VALLEY HOSPITAL,16850 Bear Valley Rd.,,Victorville,SAN BERNARDINO,CA,92395,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,,168,,,POINT (-117.297324 34.470905),
DONALD N SHARP MEMORIAL PHARMACY,7901 FROST STREET,,SAN DIEGO,SAN DIEGO,CA,92123,0310-7442-02,Evusheld,2022-01-10T00:00:00.000,,240,,,POINT (-117.15417 32.800255),
"V22 664 San Diego, CA",3350 LA JOLLA VILLAGE DR,Pharmacy Service - 119,SAN DIEGO,SAN DIEGO,CA,92161,0310-7442-02,Evusheld,2022-01-03T00:00:00.000,2022-01-11T00:00:00.000,24,,,,
RADY CHILDRENS HOSPITAL,3020 Childrens Way,,San Diego,SAN DIEGO,CA,92123,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2022-01-06T00:00:00.000,216,,,POINT (-117.150793 32.798073),
UC SAN DIEGO HEALTH - HILLCREST,200 West Arbor Dr,Dept. of Pharmacy,San Diego,SAN DIEGO,CA,92103,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2022-01-07T00:00:00.000,264,,,POINT (-117.16601 32.753714),
CALIFORNIA PACIFIC MEDICAL CENTER,1101 VAN NESS AVE INPATIENT,PHARMACY,SAN FRANCISCO,SAN FRANCISCO,CA,94109,0310-7442-02,Evusheld,2021-12-17T00:00:00.000,2021-12-21T00:00:00.000,24,,,POINT (-122.421584 37.786347),
UCSF MEDICAL CENTER,505 PARNASSUS AVE,ROOM M39C,SAN FRANCISCO,SAN FRANCISCO,CA,94143,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2021-12-21T00:00:00.000,168,42.0,2022-01-11T00:00:00.000,POINT (-122.45772 37.763535),
KP SF Medical Center,2238 Geary Blvd,1st Floor Pharmacy,San Francisco,SAN FRANCISCO,CA,94115,0310-7442-02,Evusheld,2022-01-02T00:00:00.000,2021-12-21T00:00:00.000,72,48.0,2022-01-12T00:00:00.000,POINT (-122.440565 37.783238),
CENTRAL COAST HOME HEALTH,"253 GRANADA DR, Suite D",,SAN LUIS OBISPO,SAN LUIS OBISPO,CA,93401,0310-7442-02,Evusheld,2021-12-17T00:00:00.000,2021-12-21T00:00:00.000,24,17.0,2022-01-10T00:00:00.000,POINT (-120.666889 35.251126),1376998401.0
SANTA BARBARA COTTAGE HOSPITAL,400 West Pueblo St,,Santa Barbara,SANTA BARBARA,CA,93105,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2022-01-07T00:00:00.000,72,,,POINT (-119.723112 34.429451),1609234483.0
Sansum Clinic,215 Pesetas Lane,,Santa Barbara,SANTA BARBARA,CA,93110,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2022-01-07T00:00:00.000,72,27.0,2022-01-12T00:00:00.000,POINT (-119.758429 34.44222),1154354504.0
LUCILE PACKARD CHILDRENS HOSPITAL,725 WELCH RD ATTN DEPARTMENT OF,PHARMACY,PALO ALTO,SANTA CLARA,CA,94304,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2021-12-21T00:00:00.000,72,48.0,2022-01-11T00:00:00.000,POINT (-122.17514 37.437397),1447313770.0
"V21 640 Palo Alto, CA",3801 MIRANDA AVE #119,PHARMACY SERVICE,PALO ALTO,SANTA CLARA,CA,94304,0310-7442-02,Evusheld,2022-01-03T00:00:00.000,2022-01-11T00:00:00.000,24,,,POINT (-122.141712 37.402819),
SANTA CLARA VALLEY MEDICAL CENTER -,751 S BASCOM AVE,,SAN JOSE,SANTA CLARA,CA,95128,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2021-12-21T00:00:00.000,72,47.0,2022-01-12T00:00:00.000,POINT (-121.931903 37.314046),
STANFORD HEALTH CARE - 300P,"300 Pasteur Dr, Room HO301",,Stanford,SANTA CLARA,CA,94305,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2022-01-06T00:00:00.000,288,191.0,2022-01-11T00:00:00.000,POINT (-122.176664 37.433138),
